name,H_lig_ub_wt,H_lig_ub_mt,H_lig_b_wt,H_lig_b_mt,H_rec_ub,H_rec_b_wt,H_rec_b_mt,bias,aa_coef,aa_bias,grouped_pearson,grouped_spearman
params_9_1.pt,0.3732,-0.6667,-0.3568,0.4718,0.1163,0.3201,-0.3057,-0.0726,"[1.81326162815094, 4.097545623779297, 0.5006276369094849, 0.5011802315711975, 1.8738126754760742, 1.81326162815094, 2.1609973907470703, 1.7072871923446655, 0.5011201500892639, 3.4677913188934326, 3.5494561195373535, 0.5007826685905457, 6.059820652008057, 0.500613272190094, 1.279375672340393, 0.5007614493370056, 0.5004377365112305, 0.5278311967849731, 4.285321235656738, 8.423828125, 1.81326162815094]","[-2.0455431938171387, -4.464783668518066, -0.8747009634971619, -7.069060802459717, 2.7976536750793457, -0.2260170578956604, 1.5600850582122803, 7.28724479675293, 4.581697463989258, -0.7890151143074036, -4.950531959533691, 2.177197217941284, 20.33987045288086, 0.9112784266471863, 4.824926376342773, 0.13683347404003143, 1.6246241331100464, 1.5370922088623047, 0.6061340570449829, 5.267460346221924, 0.0]",0.1011,0.0805
params_2_6.pt,0.4316,0.3180,-0.3108,-0.3626,-0.0736,-0.0665,0.1875,0.8731,"[1.81326162815094, 0.5014644265174866, 5.1299333572387695, 3.2661399841308594, 0.5015859007835388, 1.81326162815094, 0.5006308555603027, 0.8454282879829407, 0.5077022314071655, 0.5007825493812561, 0.5002351403236389, 1.9334752559661865, 9.894719123840332, 0.5032449960708618, 1.5794992446899414, 1.7716606855392456, 0.5003746747970581, 3.749023199081421, 4.835212707519531, 0.5002568960189819, 1.81326162815094]","[-6.694835186004639, 10.180737495422363, -9.754512786865234, -7.385874271392822, 13.009602546691895, 0.8876521587371826, 9.087462425231934, 4.704071521759033, 11.795586585998535, -0.23197999596595764, -2.863518714904785, 3.2451581954956055, 9.835597038269043, -1.8360815048217773, -4.435418605804443, -4.45870304107666, -7.890059471130371, -4.582132816314697, 13.876141548156738, 4.999614715576172, 0.0]",0.0980,0.0732
params_4_1.pt,0.3607,-0.0337,-0.4509,0.1905,-0.0517,0.0154,-0.0385,0.4498,"[1.81326162815094, 5.741366386413574, 2.0400772094726562, 1.456573724746704, 0.5017473697662354, 1.81326162815094, 0.502249538898468, 0.7583401799201965, 0.8708683252334595, 3.3696954250335693, 0.5006394386291504, 0.943661093711853, 2.8643250465393066, 0.5045241117477417, 2.1133553981781006, 0.5015888810157776, 4.69636344909668, 3.6895925998687744, 4.082474231719971, 1.5837597846984863, 1.81326162815094]","[-1.0896471738815308, -2.1434669494628906, -0.6652815937995911, -0.952918291091919, -8.160847663879395, 2.388124942779541, 0.6746642589569092, -1.6130661964416504, -1.8715245723724365, 1.10695481300354, -8.101814270019531, -2.9429523944854736, 10.59443187713623, 1.5315865278244019, -5.771651268005371, 1.726319670677185, -2.7286717891693115, 0.09391792863607407, -8.194160461425781, -10.986705780029297, 0.0]",0.2647,0.2385
params_6_9.pt,0.5016,-0.4004,-0.5353,0.4196,-0.1363,-0.2934,0.3461,0.1859,"[1.81326162815094, 0.501133143901825, 0.5009146928787231, 1.050778865814209, 1.763535499572754, 1.81326162815094, 1.9788151979446411, 0.5015873312950134, 0.5010514855384827, 0.7076355814933777, 1.6264711618423462, 0.5029642581939697, 0.5386549234390259, 1.2337470054626465, 2.6819908618927, 0.5041256546974182, 3.888408660888672, 2.643174886703491, 0.5016328692436218, 0.9693836569786072, 1.81326162815094]","[3.269543409347534, -9.017123222351074, -5.990397930145264, 0.3834238350391388, -1.8522025346755981, -9.864100456237793, -8.508990287780762, 5.070464134216309, 0.6791885495185852, -3.159639358520508, -9.914081573486328, 3.4727563858032227, -4.592068195343018, 1.4442589282989502, -3.077937364578247, -2.665280818939209, 0.6251283884048462, -1.5161051750183105, -9.134902000427246, -4.943069934844971, 0.0]",0.2362,0.2106
params_4_0.pt,0.3906,-0.1931,-0.5875,0.2236,0.1636,0.0134,-0.2087,0.7258,"[1.81326162815094, 0.5000791549682617, 2.207170009613037, 0.9545155763626099, 1.6748212575912476, 1.81326162815094, 0.5021125674247742, 0.5005623698234558, 1.6955840587615967, 0.5085145831108093, 0.5055563449859619, 1.3642932176589966, 20.7458553314209, 1.7499241828918457, 0.5011885762214661, 0.5067071318626404, 1.8681981563568115, 0.5001022815704346, 0.5022116303443909, 1.3723368644714355, 1.81326162815094]","[9.639572143554688, 12.645401954650879, -4.507212162017822, -3.307051658630371, -7.861781120300293, -9.164032936096191, 0.46597111225128174, 1.7265726327896118, 0.007069194223731756, -0.13298512995243073, 34.94938659667969, 1.2430156469345093, 16.236387252807617, 4.351737022399902, 0.45567378401756287, 4.750458717346191, 3.2706246376037598, -2.9884402751922607, -13.084524154663086, -0.16450797021389008, 0.0]",0.1196,0.1232
params_8_7.pt,-0.2066,-0.3466,0.1782,0.1362,0.1929,-0.6562,0.3236,-0.0616,"[1.81326162815094, 4.7519097328186035, 0.5028685927391052, 0.5012902617454529, 1.0814850330352783, 1.81326162815094, 0.5011031031608582, 7.6518473625183105, 3.8749213218688965, 0.5027613043785095, 0.5012858510017395, 0.504014253616333, 1.4513661861419678, 0.5275245904922485, 0.503182053565979, 4.310657501220703, 1.7141354084014893, 5.086399555206299, 0.5007109045982361, 0.5018488764762878, 1.81326162815094]","[-1.2809592485427856, 1.1610182523727417, 0.07863442599773407, -4.690908908843994, -2.56008243560791, -3.2275161743164062, -0.04105570539832115, 0.5787230730056763, -3.1832385063171387, 1.6339070796966553, -1.8586935997009277, -3.713179111480713, 2.1441056728363037, -1.0528881549835205, 1.672580361366272, -2.909738540649414, -0.584831178188324, 1.3978270292282104, -4.797690391540527, 0.17354920506477356, 0.0]",0.1218,0.1040
params_3_6.pt,0.5325,-0.1258,-0.5427,0.0134,0.1361,0.0279,-0.1506,0.9464,"[1.81326162815094, 23.893674850463867, 6.131972789764404, 1.2052772045135498, 7.997748374938965, 1.81326162815094, 1.5956283807754517, 3.4625132083892822, 2.7815968990325928, 2.6674115657806396, 0.5041421055793762, 0.5006745457649231, 0.5029274225234985, 0.500277578830719, 0.5019219517707825, 1.5235891342163086, 0.5009221434593201, 0.5009871125221252, 5.139684200286865, 1.3663182258605957, 1.81326162815094]","[4.213634967803955, 54.26022720336914, -2.0224757194519043, 4.476097583770752, -0.953656017780304, 2.956799030303955, 24.536222457885742, 7.1834940910339355, -5.742127895355225, -2.05599308013916, -12.922219276428223, -7.820792198181152, 32.463165283203125, -3.2499680519104004, -2.6296839714050293, 6.154968738555908, -4.9198408126831055, -4.110827445983887, 1.8572067022323608, -3.0001156330108643, 0.0]",0.1836,0.1728
params_4_9.pt,0.1623,-0.0042,-0.1783,0.2606,0.0479,-0.1530,0.1147,0.1983,"[1.81326162815094, 17.47292137145996, 0.5018109083175659, 0.501009464263916, 3.425466537475586, 1.81326162815094, 0.5036985874176025, 10.972013473510742, 2.2271175384521484, 2.940894603729248, 1.5555520057678223, 0.5041025876998901, 0.9180049896240234, 0.5016700625419617, 4.060315132141113, 0.5013892650604248, 0.5006891489028931, 2.865804672241211, 5.152077674865723, 5.373971939086914, 1.81326162815094]","[2.2706778049468994, -5.6956963539123535, 16.563955307006836, 2.591531753540039, -2.8835842609405518, -0.12554991245269775, -0.7318985462188721, -24.62563705444336, -2.1548330783843994, -0.5323963165283203, -5.676416397094727, 7.162810802459717, -0.0644705519080162, -0.7052527666091919, -12.703801155090332, 1.3963193893432617, -1.980879783630371, -4.160019397735596, -3.1553337574005127, -5.168190002441406, 0.0]",0.1204,0.1350
params_6_2.pt,0.3287,-0.0431,-0.4246,0.1364,-0.0378,-0.1046,0.0631,0.0952,"[1.81326162815094, 2.085632562637329, 0.5035455822944641, 1.298304557800293, 4.726799011230469, 1.81326162815094, 0.5010892152786255, 0.501010537147522, 0.5213150382041931, 4.255443572998047, 0.5004903674125671, 1.9733171463012695, 0.5062998533248901, 0.5010982751846313, 0.5525403022766113, 0.5009609460830688, 2.2505509853363037, 1.5665454864501953, 3.720451831817627, 1.1650416851043701, 1.81326162815094]","[3.3853979110717773, -1.5016651153564453, -1.7481776475906372, 0.21231529116630554, -7.850144386291504, 0.8380781412124634, 1.8762685060501099, -3.955110549926758, -1.6777656078338623, 1.1186729669570923, -11.608662605285645, -1.9556742906570435, 5.629926681518555, 2.560169219970703, -4.225056171417236, 1.1393916606903076, -3.6716196537017822, 1.6596853733062744, -8.701570510864258, -10.077948570251465, 0.0]",0.2442,0.2354
params_9_0.pt,-0.1224,0.1037,-0.1580,0.1203,0.0960,-0.0975,-0.0354,1.1362,"[1.81326162815094, 4.3535261154174805, 4.241291046142578, 2.705270767211914, 2.2935891151428223, 1.81326162815094, 6.0755767822265625, 3.1117146015167236, 0.7038964033126831, 2.5734806060791016, 3.016169309616089, 1.1349031925201416, 2.378572940826416, 1.9528940916061401, 2.5511834621429443, 1.932413935661316, 0.5009840726852417, 2.6484670639038086, 11.197310447692871, 6.318958759307861, 1.81326162815094]","[4.051101207733154, 1.1410541534423828, 1.4005663394927979, 0.22040827572345734, -0.28348976373672485, 4.369636058807373, -2.7409422397613525, 3.7936387062072754, 6.285040855407715, -3.4997012615203857, -3.555009365081787, 4.298242568969727, 13.08913803100586, 1.0416345596313477, -0.7469047904014587, 3.677885055541992, 1.5173507928848267, 3.56809663772583, -3.4603376388549805, -3.1837053298950195, 0.0]",0.1445,0.1287
params_9_6.pt,-0.0148,-0.0674,-0.1543,0.0697,0.2489,-0.4227,0.1381,0.7705,"[1.81326162815094, 0.5027811527252197, 0.5019949078559875, 2.6390793323516846, 2.6665427684783936, 1.81326162815094, 0.5042061805725098, 3.494283676147461, 1.925358772277832, 0.5012319087982178, 4.144068717956543, 0.5012132525444031, 6.4687418937683105, 4.2806396484375, 0.5006143450737, 0.5031178593635559, 0.5026850700378418, 7.857076644897461, 0.5037508010864258, 1.964450478553772, 1.81326162815094]","[0.969794750213623, 9.256087303161621, -4.570780277252197, -3.376906394958496, -3.7085137367248535, -3.1291544437408447, -2.41611385345459, 2.929663896560669, 2.7548577785491943, 0.5643469095230103, -1.7680219411849976, 0.8729299306869507, 11.803413391113281, -12.72632122039795, -0.3785049617290497, 2.9045140743255615, 6.005006790161133, 5.518045902252197, -16.8585205078125, -4.0461506843566895, 0.0]",0.1635,0.1680
params_8_5.pt,0.5291,-0.5670,-0.5029,0.3998,-0.0207,-0.0241,-0.0731,0.7860,"[1.81326162815094, 3.5379042625427246, 1.3984754085540771, 0.501924991607666, 3.8889970779418945, 1.81326162815094, 2.859933853149414, 0.5022281408309937, 0.6095114946365356, 2.6428701877593994, 1.0993835926055908, 0.9580482244491577, 0.5044264197349548, 1.194854974746704, 0.9028182625770569, 0.5129039287567139, 8.130147933959961, 0.9490826725959778, 4.219698905944824, 4.376476287841797, 1.81326162815094]","[-0.044027067720890045, 0.6679350733757019, -3.9474170207977295, -5.628355503082275, -1.1983070373535156, -1.7211554050445557, -0.36794212460517883, 1.5646940469741821, 3.023287296295166, -2.5876970291137695, 2.549743890762329, 0.4306526482105255, -10.027090072631836, -1.2635492086410522, -0.5527821779251099, 1.9124863147735596, 2.0488014221191406, 2.117795944213867, 2.393616199493408, 1.718118667602539, 0.0]",0.2084,0.1801
params_9_8.pt,0.0502,-0.4338,-0.0119,0.3364,0.3482,-0.5162,0.1020,0.1765,"[1.81326162815094, 0.5004927515983582, 0.5001958012580872, 0.5021333694458008, 2.249577522277832, 1.81326162815094, 4.519130229949951, 3.477560520172119, 3.594566822052002, 0.5007609724998474, 0.502019464969635, 2.368532180786133, 0.6203855872154236, 1.0535484552383423, 1.3130921125411987, 4.730175495147705, 0.5003343224525452, 9.620433807373047, 0.5107566118240356, 6.171933650970459, 1.81326162815094]","[-0.503171980381012, -13.172676086425781, -0.8532316088676453, -4.6498188972473145, 0.3826979100704193, -2.010582447052002, -3.7960104942321777, -2.665919780731201, -8.391741752624512, 1.999366044998169, -10.413817405700684, -8.908364295959473, 3.793255090713501, -2.158175468444824, 4.053014278411865, -5.504049777984619, -3.9205710887908936, -3.671501874923706, 13.641615867614746, -0.44626009464263916, 0.0]",0.1820,0.1478
